content,score,at,sentiment
Responsif,5,2024-11-07 02:23:07,positif
Aplikasi yang sangat membantu,5,2024-11-07 00:41:06,positif
"Catatan pada alamat pengiriman tidak tercata di aplikasi gojek nya, jadi abangnya bingung nyari alamatnya. Mohon untuk segera di perbaiki bugs nya.",5,2024-11-07 00:27:23,positif
Bagus dan tingkatkan terus layanannya ya halodoc,4,2024-11-06 14:38:46,positif
Puas dengan penjelasannya,5,2024-11-06 13:13:54,positif
Alhamdulillah penjelasan yg di berikan sangat membantu sekali,5,2024-11-06 12:32:29,positif
"Parah sih nih aplikasi psen obat urgen harus nya toko obat ny nyari yg deket sm lokasi pesanan biar d krim pake grab atau gojek bukan pake expedisi harus nunggu lama,keburu parah yg sakit ,tolong d perbaiki lagi",1,2024-11-06 12:18:20,negatif
sangat membantu sekali,5,2024-11-06 11:54:36,positif
"Sangat membantu disaat butuh obat cepat aplg tuk kelg/ org tua kl tiba2 ngeluhin demam batuk pilek radang, vertigo kambuh beda provinsi tinggal pesen di halodoc cpt smp sygnya mahal diongkir bok ya dituruni ongkir pengantaran atuuh",4,2024-11-06 11:47:47,positif
"Rekomendasi obatnya bagus, walau pake asuransi",5,2024-11-06 11:31:37,positif
Oke,5,2024-11-06 11:24:20,positif
saran yang diberikan logis,5,2024-11-06 09:45:34,positif
Respon sngat cpt,5,2024-11-06 07:58:57,positif
Sangat membantuu,5,2024-11-06 06:56:04,positif
"Sangat memudahkan berkonsultasi, terutama saat sakit terasa dan waktu tak ada alias sibuk. Diagnosa, resep dan obat langsung didapat.",5,2024-11-06 06:44:43,positif
Mantap,5,2024-11-06 06:05:42,positif
"Terimakasih Hallodoc, sangat membantu 😊",5,2024-11-06 04:36:03,positif
Mantap,5,2024-11-06 03:33:06,positif
sangat membantu..... aplikasinya,5,2024-11-06 03:29:29,positif
"MaasyaAllah mudah skali skrng ada halodoc terutama sy yg lagi tiba² kena vertigo dan sendiri an dirumah krna suami udh berangkat kerja dan anak² udh sekolah, tidak memungkinkan untuk keluar rumah untuk berobat. Sangat membantu skali halodoc ini langsung konsultasi dengan dokter yg ramah, tanya keluhan dan di kasih resep obat nya, semoga cocok berobat disini teirmakasih dokter, terimaksih halodoc, sukses slalu yaa 💝💝",5,2024-11-06 02:14:40,positif
Top,5,2024-11-06 00:33:08,positif
Memudahkan,5,2024-11-05 22:04:59,positif
Sangat membantu,5,2024-11-05 14:33:51,positif
Sangat puas pelayanan kosultasinya,5,2024-11-05 13:22:46,positif
"Admin tolong, ini saya sudah bayar tapi dokternya sibuk trus harus bagaimana? Ganti dokter malah disuruh bayar lagi",4,2024-11-05 12:52:28,positif
"Aplikasi Sangat membantu, dokternya baik baik dan bagus 👍",5,2024-11-05 11:29:23,positif
Dokternya sgt sabar dn ramah.. menanyakan keluhan pasien dengan sgt baik dan sepenuh hati.. Terimakasih banyak buat Dr.,5,2024-11-05 10:36:07,positif
"Aplikasi yang sangat bermanfaat. Dokternya juga dokter yang sangat berpengalaman dalam bidangya. Sehingga mudah untuk dikonsultasikan, serta pemilihan obatnya yang bagus.",5,2024-11-05 10:07:53,positif
Membantu,4,2024-11-05 10:02:00,positif
Fast respon,5,2024-11-05 09:54:17,positif
luar biasa,5,2024-11-05 08:50:21,positif
Emang bermanfaatnya,5,2024-11-05 04:38:03,positif
Hebat,5,2024-11-05 03:24:31,positif
Sangat membantu sekali,5,2024-11-05 01:40:28,positif
Menunya simpel bagus,5,2024-11-05 00:42:05,positif
Dokternya penjelansanaya sangat jelas,5,2024-11-05 00:19:26,positif
Gercep bangt pengiriman nya walaupun pas konsultasi dokternya suka lama responnya,5,2024-11-04 22:31:57,positif
"Ada metode pmbayaran via shopeepay tapi bukan payleter, akhirnya tebus resep ditunda dulu :(",4,2024-11-04 20:06:09,positif
Konsultasi saya cancek karena dokter tidak menerima room chat sangat lama. Tapi tidak ada pengembalian dana. Rugi,1,2024-11-04 18:36:00,negatif
"Aplikasinya sangat bermanfaat.. Dokter Wendy Budiawan, terima kasih 🙏 Konsultasi jam 12 malam tetap dilayani dengan sangat baik..",5,2024-11-04 17:39:41,positif
Dokter nya ramah dan penjelasan nya mudah di pahami,5,2024-11-04 16:43:57,positif
Okehh dan mudah,5,2024-11-04 15:42:05,positif
"Udah bayar ,tp gak bisa chat sm dokter nya.. gak ikhlas saya buang buang duit percuma,hati hati kalau mau komsultasi di sini, nanti seperti saya uang gak ada, chat pun gak",1,2024-11-04 15:34:22,negatif
Langsung mendapat resep yg bagus,5,2024-11-04 14:41:51,positif
nice,5,2024-11-04 14:20:56,positif
Sangat baik,4,2024-11-04 14:00:31,positif
Good,5,2024-11-04 13:27:25,positif
Sangat membantu,5,2024-11-04 12:40:30,positif
"Sangat membatu well, sejauh ini make aplikasi halodoc dr. Martina spesialis kulit sangat top 🫶",5,2024-11-04 12:25:53,positif
"Sangat membantu, dokter nya juga ramah, thankyou 🫶",5,2024-11-04 11:45:38,positif
"Dokternya baik dan ramah, bener² di pantau setiap perkembangannya, selalu ada solusi di setiap keluhan²nya",5,2024-11-04 11:30:16,positif
Ok,5,2024-11-04 10:44:43,positif
Sangat membantu dan prosesnya sangat cepat serta pelayanan prima,5,2024-11-04 10:09:15,positif
Aplikasi ini recomended banget,5,2024-11-04 09:42:27,positif
"tidak perlu ribet pergi apotik, obat langsung dikirim rumah",5,2024-11-04 07:41:55,positif
Bagus sangat membantu mempermudah dalam konsultasi kesehatan,5,2024-11-04 06:40:57,positif
Oke,5,2024-11-04 05:05:10,positif
Mantap,5,2024-11-04 04:08:56,positif
Sangat membantu sekali,5,2024-11-04 02:52:31,positif
"Opsi untuk yang tidak bisa ke rumah sakit, dan opsi lebih murah",5,2024-11-03 23:59:47,positif
"Tolong algoritma toko nya di perbaiki, di kota bandung ada banyak apotek tapi yang di assign jauh, percuma kalo gojeknya gaada yang mau ambil, customer rugi waktu apalagi kalo malam hari",1,2024-11-03 15:12:26,negatif
bagus,5,2024-11-03 15:07:02,positif
Sangat membantu,5,2024-11-03 13:53:11,positif
Good,5,2024-11-03 13:20:40,positif
Sangat bagus...,5,2024-11-03 12:51:36,positif
"kenapa selalu di waktu pembayarannya itu ada kendala, harus diperbarui padahal sudah di perbarui, nyusahin",1,2024-11-03 12:32:48,negatif
"Pelayanan pembelian obat tidak ontime harus order ulang, padahal butuh urgent",1,2024-11-03 12:16:08,negatif
Ok banget,5,2024-11-03 12:13:39,positif
Dokternya ramahh sekali.. penjelasan juga detail 😍,5,2024-11-03 10:52:26,positif
Udah 2 kali pakai aplikasi ini dan bagus buat orang yang malas konsultasi dan datang ke dokter langsung...sejauh ini dapat dokter yang baik terus dan kasih solusi yang tepat 👍👍👍,5,2024-11-03 10:49:21,positif
Baik,5,2024-11-03 08:41:02,positif
"Membantu sekali, cuma sometimes obatnya datang dlm beberapa hari.",5,2024-11-03 08:21:02,positif
"apaan bgt dah? pesanan cream yg di resepin dokter belum di antar"" dari tanggal 30 Oktober sampai sekarang belum di antar ANEH!! mau minta pengembalian dana gak bisa, aplikasi aneh.baru kali ini di kecewain",1,2024-11-03 07:59:06,negatif
"respon dokter baik,chat juga berjalan lancar,pilihan dokternya jg bnyak",4,2024-11-03 05:08:51,positif
Pelayan dokter nya. Banyak dan memudahkan,5,2024-11-03 03:46:53,positif
Terimakasih informasinya,5,2024-11-03 03:20:08,positif
Tidak bisa mengunduh resep untuk konsultasi obat antibiotik,1,2024-11-03 02:33:11,negatif
Membantu sekali,5,2024-11-03 02:29:42,positif
Sangat responsif,5,2024-11-03 02:25:49,positif
Sangat membantu,5,2024-11-02 23:57:28,positif
"Aplikasi sangat membantu, senang sekali terlebih untuk single parent seperti saya ini yg harus segera mencari solusi terbaik untuk kesehatan anak-anak.",5,2024-11-02 23:00:51,positif
"Aplikasinya lemot,,, setiap beli obat tertentu harus pakai resep dokter dimana dokternya lama merespon.. Status obat dikatakan terkirim tetapi nyatanya ditunggu2 malah status berubah cancel...",1,2024-11-02 16:46:40,negatif
"Sangat membantu,meskipun obat nya ada yg gak lengkap jd harus keluar rumah buat cari di apotik yg lain.",5,2024-11-02 15:40:54,positif
Terbaik,5,2024-11-02 14:43:53,positif
"pesenan obat aku tiba tiba dibatalin dan gaada pemberitahuan notifikasi atau lainnya, padahal butuh banget obatnya tp tiba² dibatalin gajelas.",1,2024-11-02 14:13:34,negatif
bagus konsultasi di halodoc,5,2024-11-02 13:54:59,positif
Yang konsultasi pertama belum konsul dan tau' selesai tidak di refund,3,2024-11-02 11:56:31,netral
Good,5,2024-11-02 10:12:44,positif
Sangat membantu dalam keadaan darurat pun terima kasih hallo dok,5,2024-11-02 08:02:34,positif
Baik sekali,5,2024-11-02 05:54:36,positif
Respon cepat,5,2024-11-02 04:13:39,positif
good,5,2024-11-02 00:01:16,positif
"Terima kasih sudah bekerjasama dengan astra life, semoga selalu bekerjasama",5,2024-11-01 16:03:14,positif
Untuk menambah pengetahuan dan pencegahan dini,5,2024-11-01 16:00:04,positif
"Selama blm perlu ke rs, aplikasi ini sgt membantu, terimakasih banyak",5,2024-11-01 15:02:30,positif
Bagus beli obat disini Konsul sama dokter juga klo ada obat logo merah,5,2024-11-01 14:34:34,positif
Semoga makin bermanfaat kedepannya,5,2024-11-01 13:00:39,positif
Sangat membantu,2,2024-11-01 10:57:29,negatif
Dokter²nya baik dan sangat² marah,5,2024-11-01 10:53:48,positif
Sangat memuaskan layanan konsultasi dokternya.. tks,5,2024-11-01 09:10:33,positif
Mantep,5,2024-11-01 08:42:13,positif
Bagua,5,2024-11-01 07:26:12,positif
Terima kasih semoga saya bisa sehat lagi....sangat membantu pekerja seperti saya ...tidak memakan waktu,5,2024-11-01 07:13:45,positif
Apk keren jadi mudah konsul dengan dokter,5,2024-11-01 04:55:24,positif
Bagus banget membantu kalo boleh ngasih saran vitur obrolan nya jangan chat doang tambahin telpon atau vc biar enak soalnya takutnya kepanjangan ngetik keburu habis waktu,5,2024-11-01 03:59:57,positif
sangat memudahkan untuk konsultasi sakit,5,2024-11-01 03:22:02,positif
"Dokternya cuma fokus di duit doang nggak bener2 ngelayanin pasien, jawab seadanya, dan pengen cepet2 selesai",1,2024-11-01 02:29:48,negatif
Respon dokternya cepat,5,2024-11-01 02:18:35,positif
bagus,5,2024-11-01 01:19:51,positif
Sangat membantu disaat sedang urgent,5,2024-11-01 00:19:03,positif
Sangat membantu,5,2024-10-31 15:16:32,positif
Baik sekali,5,2024-10-31 12:30:49,positif
"Sangat membantu sekali dikala kita sulit mencari obat tertentu, dg halodoc segalanya jadi mudah",5,2024-10-31 12:19:11,positif
Sangat membantu bagi orang sakit yang tidak bisa kemana-mana,5,2024-10-31 11:25:28,positif
Sangat membantu. Terimakasih,3,2024-10-31 11:18:18,netral
Mantab nih aplikasi membantu banget di saat urgent,5,2024-10-31 09:47:54,positif
Aplikasi mudah dan terbaik,5,2024-10-31 09:44:07,positif
Sangat membantu,5,2024-10-31 05:51:21,positif
Beeessstttt,5,2024-10-31 04:52:39,positif
Bagus dan sangat membantu dalam segala hal urgent,5,2024-10-31 03:39:52,positif
Bagus,5,2024-10-30 19:35:26,positif
Pelayanannya Baik dan cepat,5,2024-10-30 15:55:45,positif
"Alhamdulillah,lancar jaya lg pake halodoc,sukses halodoc,domternya ramah2",5,2024-10-30 15:36:06,positif
Sangat membantu,5,2024-10-30 14:31:29,positif
Sangat membantu,5,2024-10-30 14:27:55,positif
Kurir nya ramah thankyouu,5,2024-10-30 11:44:34,positif
terimakasih sudah membantu di saat membutuhkan obat,5,2024-10-30 10:26:21,positif
Ok,5,2024-10-30 07:22:51,positif
"Aplikasi yang sangat membantu. Kalau lagi gak bisa konsultasi langsung ke dokter, bisa konsultasi online disini. Pilihan dokternya juga banyak, harga persesi konsultasinya juga bisa cari yang sesuai. Sejauh ini kalau lagi pakai aplikasinya buat konsultasi selalu dapet dokter yang responsifnya cepet, diagnosisnya juga tepat, komunikatif, juga ramah ramah.",5,2024-10-30 05:48:30,positif
Sangat membantu sekali,5,2024-10-30 05:38:52,positif
Membantu,5,2024-10-30 04:52:54,positif
Aplikasi tolol mau sambungkan ke asuransi aja ribet banget kaya akun pinjol mesti foto ktp sama muka segala udah gitu gagal mulu kocak,1,2024-10-30 04:10:24,negatif
"Suka dengan aplikasi ini, karna membantu yg lagi kerja tpi pengen konsul ke dokter",5,2024-10-30 01:59:39,positif
Sangat membantu halodoc terutama dalam keadaan urgent...,5,2024-10-29 22:31:53,positif
Suka bangett tapi waktu nya kurang lama,5,2024-10-29 16:06:25,positif
Bagus banget,5,2024-10-29 14:35:22,positif
Terima kasih sudah membantu ketika membutuhkan obat tapi tidak bisa beli langsung ke apotek🙏,5,2024-10-29 14:32:20,positif
Eazy to use & helpfull,5,2024-10-29 14:17:50,positif
Rekomendasi banget,4,2024-10-29 13:23:43,positif
Layanan cepat,5,2024-10-29 11:38:03,positif
Sangat membantu buat sy yg selalu di rumah,5,2024-10-29 09:04:59,positif
Respon dokternya gercep dan ramah,5,2024-10-29 08:52:14,positif
Dokter nya 👍,4,2024-10-29 07:54:34,positif
Puas dapet dokter yg fast respon dan detail bgt jelasinnya,5,2024-10-29 07:32:43,positif
"Sangat membantu sekali, trimakasih hallodok",5,2024-10-29 07:22:59,positif
membantu sekali,5,2024-10-29 06:11:58,positif
Puass banget sama layanan nya itu 🥰🥰🥰🥰,5,2024-10-29 06:03:53,positif
"Sangat membantu sekali disaat seperti sekarang ini, lebih cepat dan lebih mudah",5,2024-10-29 05:13:32,positif
Respon dokternya cepat dan ramah,5,2024-10-29 03:55:51,positif
Puas dgn penjelasanx,5,2024-10-29 03:38:15,positif
Sangat memudahkan semoga sakit saya cepet sembuh,5,2024-10-29 02:04:01,positif
"sangat membantu banget, tapi disayangkan akhir ini sering menyebabkan hang di hp saya dan harus saya uninstall, padahal untuk kebutuhan beli beli vitamin apps ini andalan banget buat saya. just info saya pakai android os versi 13 ram 8, semoga pesan saya sampai dan di tunggu improvementnya :)",2,2024-10-29 01:49:03,negatif
Konsultasi ke dokter lebih mudah dan cepat,5,2024-10-29 00:41:13,positif
Puas banget atas layanannya,5,2024-10-29 00:06:32,positif
"Belum beres udah otomatis berakhir, gimana si, padahal masih fast respon.",2,2024-10-28 16:47:33,negatif
Sangat membantu,5,2024-10-28 15:17:36,positif
Mantuliti,5,2024-10-28 14:45:41,positif
Ok,5,2024-10-28 14:18:08,positif
"Fast respon, aplikasi sangat membantu",5,2024-10-28 14:09:51,positif
Rama dokternya,5,2024-10-28 14:00:36,positif
harmonisasi warna kurang enak dipandang,3,2024-10-28 13:48:11,netral
Dokternya ramah... dan alhamdulillah yg di resepin cocok... knapa baru skg pakai aplikasi ini... hukHukk.. 🥹🥹🥹.,5,2024-10-28 13:38:33,positif
Saya merasa puas atas jawaban dokter,5,2024-10-28 13:02:39,positif
Berguna sekali. Daripada antri di Puskesmas/Dokter Lokal 😁,5,2024-10-28 09:26:36,positif
Mantab sangat memuaskan,5,2024-10-28 08:25:17,positif
Mantap.. sangat membantu orang awam seperti sya,5,2024-10-28 06:54:16,positif
Cukup membantu...untuk pembayaran pengiriman tolong di sediakan bayar cash on delivery,3,2024-10-28 05:50:55,netral
Mantap,5,2024-10-28 04:15:54,positif
sangat membantu untuk konsultasi.,5,2024-10-28 03:35:49,positif
Bagus,4,2024-10-28 02:22:32,positif
"Cepat, terjngkau",5,2024-10-28 01:54:35,positif
"Sangat mempermudah, apalagi kalau tinggal di desa yg jauh dengan dokter spesialis",5,2024-10-27 23:54:44,positif
Menyenangkan,5,2024-10-27 14:20:36,positif
sangat ramah dan proses cepat,5,2024-10-27 10:46:43,positif
"saldo di halodoc tidak bisa ditarkk ke rekening, untuk CS nya slow sekaliii",1,2024-10-27 09:19:32,negatif
Penjelasan dokternya jelas,5,2024-10-27 08:35:27,positif
Aplikasi Halo doc tdk bermanfaat mcm sekelas dokter spesialis anak yg bernama dokter Dwi Lestari Avianti menyarankan anak sy makan gorengan dan coklat padahal usia msh 6 bulan,1,2024-10-27 07:59:24,negatif
konsultasi dengan dokter spesialis anak sangat membntu,5,2024-10-27 07:42:48,positif
Respon cepat,5,2024-10-27 07:01:49,positif
Membantu bgt buat konsult hewan pas lagi urgent gini. Aku rekomendasiin pilih Drh edlyn hehehe ngejelasin nya detail banget dia kasih saran dan resep sesuai sm keluhan jd yg diperluin aja gitu. Inget ya Drh Edlyn!! Hehehe,5,2024-10-27 06:31:44,positif
Good,5,2024-10-27 05:16:37,positif
Recommended untuk yang pengen cepat dan tidak ingin pergi ke rumah sakit.,5,2024-10-27 05:02:47,positif
"Aplikasi ini tidak membantu saya sudah konsultasi dokternya slow respon shngga tidak memberikan solusi karna keterbatasan waktu, mohon dipertimbangkan lagi",1,2024-10-27 04:49:53,negatif
"Keterangan di aplikasi terkoneksi dengan asuransi, pas pembayaran di minta bayar mandiri. Buat apa saya masukan asuransi saya kalau ujung2 saya di minta bayar semua mandiri tidak terkoneksi asuransi.",1,2024-10-27 04:47:33,negatif
Dokternya gercep ga slowrespon,5,2024-10-27 03:57:01,positif
Sangat membantu Best pokonya dokternya ramah²,5,2024-10-27 02:17:14,positif
Pesen obatnya lama bangt udh mau 1minggu tp statusnya masih nunggu kurir hadeh gmn ini cs nya cmn gt doang lgi bknnya ngasih tau brp lamanya udh kirim email jg msh lama penangannanya gmn sih ini,1,2024-10-27 00:26:16,negatif
Sangat membantu,5,2024-10-26 19:58:33,positif
"aplikasinya sangat membantu untuk konsultasi secara daring, dan juga banyak voucher untuk medapatkan konsultasi gratis dengan dokter di bidang ahlinya",5,2024-10-26 16:32:41,positif
"Dengan adanya halodoc sangat membantu sekali,saya bisa konsultasi ke dokter dgn mudah.sukses sll",5,2024-10-26 14:00:49,positif
Aplikasinya memudahkan,5,2024-10-26 13:59:27,positif
"Aplikasinya mudah digunakan, tapi sayang kita konsultasi sama dokter nya itu bayar loh. Tapi respon dari dokternya tidak komunikatif dan slow respon banget. Bahkan ketika kita kasih keluhannya, malah ngasih penyebab faktor dari google. Mohon untuk lebih selektif lagi buat dokter"" nya yg ada di halodoc karna kita konsul juga bayar",1,2024-10-26 13:05:42,negatif
Ok,5,2024-10-26 11:05:00,positif
"sangat membantu dan ramah, sayang halodoc banyak banyakkkk 🤍🤍🤍🤍🤍🤍🤍🤍",5,2024-10-26 09:35:41,positif
Kerenn bngt dahhh....,5,2024-10-26 09:14:59,positif
membantu sekali,5,2024-10-26 04:46:37,positif
Good,5,2024-10-26 04:30:19,positif
Terima kasih sangat membantu,5,2024-10-26 03:30:44,positif
Membantu sekali utk yg males visit langsung,5,2024-10-26 03:20:24,positif
Praktis dan sangat memudahkan.,4,2024-10-26 02:39:02,positif
Saya suka karna dokter nya ramah . Dan d saran dengan baik terimakasih halodok..,5,2024-10-26 02:09:27,positif
Keren Bangets Sangat Helpful,5,2024-10-26 00:23:59,positif
"pengalaman pertama pemesanan, cukup memuaskan",5,2024-10-25 23:38:13,positif
Dokternya tidak sigap memberi resep tidak melihat waktu habis,1,2024-10-25 17:53:56,negatif
"Penjelasan dokter nya detail, terima kasih dokter",5,2024-10-25 15:17:02,positif
Singkat padat sehat,5,2024-10-25 14:33:30,positif
Dokternya baik,5,2024-10-25 14:16:02,positif
Okk,5,2024-10-25 12:39:11,positif
Sangat membantu,5,2024-10-25 12:37:53,positif
Sangat puas,5,2024-10-25 11:58:11,positif
sangat membantu,5,2024-10-25 11:53:11,positif
"Kemasan rapi, pengantaran cepat",5,2024-10-25 11:16:50,positif
Bagus app nya ngebantu bgt,5,2024-10-25 10:13:35,positif
Mantap,5,2024-10-25 08:44:17,positif
awesome,5,2024-10-25 07:47:00,positif
membantu 😊🙏,5,2024-10-25 06:35:27,positif
Membantu... terima kasih,5,2024-10-25 04:46:26,positif
Dokternya ramah,5,2024-10-25 04:14:14,positif
Oke,5,2024-10-25 04:08:00,positif
Bagus,5,2024-10-25 03:20:27,positif
Mudah untuk mencari rekomendasi dokter yg ingin konsultasi,5,2024-10-25 02:59:13,positif
Good job,5,2024-10-25 02:22:52,positif
"Aplikasi ini sangat membantu, simple dan gampang digunakan.",5,2024-10-25 00:00:30,positif
"mending apk yg biru masa saya beli obat yg ada resep dokternya gadikasih katanya karna bahaya, di apk sblah bilang ga bahaya saya udah cari tau tentang obat itu juga gabahaya, dokter yg saya tanyai juga seperti males menjawab pertanyaan pertanyaan saya kenapa ga bisa dikasih resepnya, aneh. saya malah disuruh langsung ke rs, kocak. buat apa saya download apk ini kalo begitu, dokter seperti memandang rendah pengetahuan saya dan malas menanggapi pasien.",1,2024-10-24 20:32:53,negatif
aplikasi ini sangat mebantu saya sebagai anak rantau,5,2024-10-24 16:39:10,positif
Membantu Banget Bagi yang asuransi nya yang sudah terdaftar,5,2024-10-24 16:00:50,positif
Estimasi pesanan obat 1 jam tapi alhamdulillah 15 menit sudah sampai,5,2024-10-24 15:59:38,positif
Sangat membantu disaat gabisa untuk berobat keluar,5,2024-10-24 15:46:03,positif
Sangat membantu,5,2024-10-24 12:29:04,positif
sangat membantu,5,2024-10-24 12:16:01,positif
Cukup membantu utk kondisi darurat dan second opinion,5,2024-10-24 11:23:01,positif
Pelayanan cepat dan memuaskan,5,2024-10-24 08:47:34,positif
Ok,5,2024-10-24 08:27:01,positif
Sangat membantu,5,2024-10-24 08:10:52,positif
Mantap,5,2024-10-24 07:13:51,positif
Mantap mudah berobat,5,2024-10-24 07:04:34,positif
Terimakasih halo doc untuk bantuan resep obatnya,5,2024-10-24 04:59:45,positif
Ngebantu banget 🤍,5,2024-10-24 03:59:08,positif
Good,5,2024-10-24 03:34:35,positif
Bermanfaat bagi yg mau konsul dr rumah saja,4,2024-10-24 01:46:43,positif
"Aplikasinya sederhana, mudah dipahami, dokterna ramah, fast respon, terima kasih halodoc",5,2024-10-24 01:22:23,positif
Bagus,5,2024-10-24 01:01:15,positif
Terimakasih sudah menjembatani saya dengan dokter2 baik,5,2024-10-23 14:14:43,positif
Keren,5,2024-10-23 13:11:29,positif
Makin ribet ahhh klaim pengobatan gara2 print kwitansi kurang jelas jadi susah cair penggatian dana pengobatan. Pake aplikasi malah bikin sulit,1,2024-10-23 11:52:01,negatif
Sangat membantu,4,2024-10-23 09:49:08,positif
Sangat membantu konsultasi sakit yg diderita thks,5,2024-10-23 09:26:42,positif
Baik banget responnya cepat,5,2024-10-23 09:04:53,positif
Pelayanan sangat baik,5,2024-10-23 05:10:20,positif
"Baru setengah jam pesan, sudah sampe barangnya. Sama ada konsulnya walau simple.",5,2024-10-23 04:00:33,positif
sungguh membantu para working mom thank you halo doc!,5,2024-10-23 03:17:22,positif
Ku kira tanya jawabnya gratis. Ternyata bayar.,2,2024-10-23 00:27:30,negatif
Sangat membantu,5,2024-10-22 23:59:43,positif
Respon dokter cepat,5,2024-10-22 23:28:04,positif
"baru kali ini kecewa pakai halodoc, respon dr lama sekali belum konsultasi apa2 sesi sudah keburu habis sama waktu. Sangat merugi 👎",1,2024-10-22 19:06:28,negatif
Konsultasi nyaman.,5,2024-10-22 18:04:32,positif
"Harusnya bintang 0 aja ga sih, udah bayar mahal dokter ga ada responnya, buang2 duit Tolong pengembalian dana nya",1,2024-10-22 16:32:26,negatif
Mantap,5,2024-10-22 16:12:10,positif
aplikasi bagus untuk konsultasi dengan dokter tapi waktu yang diberikan cuma sebentar,5,2024-10-22 15:49:39,positif
seep,5,2024-10-22 13:54:20,positif
Nice aplikasi,5,2024-10-22 12:51:25,positif
Sangat membantu & ramah dokternya,5,2024-10-22 12:43:29,positif
Mantap,5,2024-10-22 12:41:57,positif
Baik,5,2024-10-22 11:54:28,positif
Memudahkan kaum mager,4,2024-10-22 09:15:44,positif
Very good 👍,5,2024-10-22 07:25:23,positif
Aplikasi yg sangat membantu 👍,5,2024-10-22 04:53:23,positif
Aplikasi ini beneran sangat membantu dan bermanfaat,5,2024-10-22 02:25:44,positif
ongkirnya mahal...hheee,5,2024-10-22 01:21:04,positif
Sangat membantu,5,2024-10-22 00:04:17,positif
Good membantu u berkonsultasi dengan dokter,5,2024-10-21 15:18:50,positif
Sangat membantu dikala sakit,5,2024-10-21 15:03:20,positif
"Sangat terbantu dengan aplikasi ini. Konsultasi jadi lebih mudah, menghemat waktu dan bisa dijadwalkan sesuai situasi dan kondisi kita. Dokternya juga ramah",5,2024-10-21 13:32:53,positif
Kalau bisa untuk apotik jangan terlalu jauh dari alamat tujuan karena kasian buat drivernya hanya dibayar 12 ribu sedangkan jaraknya diatas 20km,4,2024-10-21 11:31:22,positif
"Dokter dokter nya sangat membantu saya ketika konsultasi, terima kasih Halodoc..",5,2024-10-21 10:58:31,positif
Sangat membantu memberi solusi masalah masalah kesehatan,5,2024-10-21 09:09:59,positif
Dokternya bener ramah,5,2024-10-21 08:34:04,positif
Terbaik,5,2024-10-21 04:51:52,positif
sangat membantu,5,2024-10-21 04:42:04,positif
"Halodoc,dokternya enak dalam menjelaskan Untk resep obatnya pun harganya terjangkau Puas pelayanan dihalodoc",4,2024-10-21 02:24:36,positif
Sangat membantu,5,2024-10-21 01:07:49,positif
Semakin lengkap fasilitasnya. Mudah untuk konsultasi dengan dokter dan sangat membantu. Thanks halodoc semoga semakin jaya jaya jaya.,5,2024-10-20 22:27:45,positif
Sangat membantu buat orang yg males antri di rumah sakir,5,2024-10-20 19:21:56,positif
App bagus,4,2024-10-20 16:42:04,positif
"Dari tahun lalu sudah konsul ke dr spkk dihalodoc, tapi kurang memuaskan karna mungkin dr nya jg banyak pasien it's okay si tapi jadi banyak pertanyaan yg gak terjawab :') memangnya misal jam 11 dlm satu wktu sampai berapa pasien ya? dan saya habis konsul tadi, ko riwayat konsul nya skrng udh gaada ya? Saya mau ngecek lagi buat liat resepnya.. Tapi gak muncul, saya kira harus diperbaharui lagi. Ternyata engga msh aman, kenapa ya? Mintol dong admin, bingung nih jadinya mau nebus resep obat.",4,2024-10-20 16:23:05,positif
Dokter nya baik,5,2024-10-20 15:58:05,positif
"Cara membalas pesan sangat cepat, dan jawaban yang diberikan juga bagus, Terima kasih halodoc",4,2024-10-20 15:00:40,positif
"Jelas, privasi terjaga, cepat, dan praktis rekomendeddddd untuk masyarakat Indonesia yg super sibuk",5,2024-10-20 14:19:31,positif
lebih mudah,5,2024-10-20 13:28:05,positif
Bgusss,5,2024-10-20 13:05:10,positif
Bagus dan bermanfaat,5,2024-10-20 12:08:27,positif
Baddddd pesan obat 4 hari baru sampaiiii tutup aja layanannya,1,2024-10-20 12:06:53,negatif
mudah tepat dan cepat,5,2024-10-20 11:44:35,positif
Mantap,5,2024-10-20 11:03:11,positif
"Cara berobat yg simple efektif dan efisien .. hemat ongkos, hemat waktu",5,2024-10-20 10:34:17,positif
Mantab,5,2024-10-20 10:33:27,positif
Banyak membantu disaat genting tidak bisa ke rumah sakit,5,2024-10-20 09:51:47,positif
"Sangat bagus, dan memberikan saran kepada pasien nya tentang masalah yang saya alami",5,2024-10-20 08:59:33,positif
Dapat di andalkan dan cepat,5,2024-10-20 06:48:29,positif
Dokternya ramah dan sangat membantu. Terimakasih Halodoc,5,2024-10-20 03:45:13,positif
"Sangat membantu, dokternya baik dan ramah, informatif. Ayoo yang belum instal jangan ragu konsultasi di halodoc aja ☺",5,2024-10-20 03:22:01,positif
Mudah dan praktis,5,2024-10-20 02:42:36,positif
Halodoc mantap 👍,5,2024-10-20 01:59:59,positif
Mantap,5,2024-10-20 00:51:39,positif
Bagus,4,2024-10-20 00:18:59,positif
Good lah.,5,2024-10-19 14:52:51,positif
Nice,5,2024-10-19 14:08:45,positif
